EC-Lab ASCII FILE
Nb header lines : 3                           
Ewe/V	I/mA	time/s	
6,6393012E-001	-5,7969736E-003	1,505999961955240E-001
6,6169530E-001	-6,5246574E-003	1,511999961803667E-001
6,5937644E-001	-6,9285869E-003	1,517999961652095E-001
6,5699643E-001	-7,5890776E-003	1,523999961500522E-001
6,5456295E-001	-7,9949154E-003	1,529999961348949E-001
6,5196908E-001	-8,5840113E-003	1,535999961197376E-001
6,4943242E-001	-9,0963691E-003	1,541999961045804E-001
6,4674687E-001	-9,5400047E-003	1,547999960894231E-001
6,4398104E-001	-9,9691320E-003	1,553999960742658E-001
6,4122283E-001	-1,0247836E-002	1,559999960591085E-001
6,3827360E-001	-1,0781191E-002	1,565999960439513E-001
6,3528621E-001	-1,1040042E-002	1,571999960287940E-001
6,3228351E-001	-1,1347761E-002	1,577999960136367E-001
6,2931907E-001	-1,1578360E-002	1,583999959984794E-001
6,2622088E-001	-1,2235031E-002	1,589999959833222E-001
6,2297750E-001	-1,2595820E-002	1,595999959681649E-001
6,1977619E-001	-1,2832910E-002	1,601999959530076E-001
6,1656338E-001	-1,3143683E-002	1,607999959378503E-001
6,1323601E-001	-1,3580064E-002	1,613999959226931E-001
6,0985512E-001	-1,3734688E-002	1,619999959075358E-001
6,0649723E-001	-1,3868312E-002	1,625999958923785E-001
6,0318506E-001	-1,4107311E-002	1,631999958772212E-001
5,9983474E-001	-1,4552855E-002	1,637999958620640E-001
5,9633917E-001	-1,4925097E-002	1,643999958469067E-001
5,9288579E-001	-1,4697935E-002	1,649999958317494E-001
5,8945525E-001	-1,4563926E-002	1,655999958165921E-001
5,8605134E-001	-1,4920897E-002	1,661999958014349E-001
5,8255976E-001	-1,5340481E-002	1,667999957862776E-001
5,7907957E-001	-1,5286649E-002	1,673999957711203E-001
5,7558024E-001	-1,5209528E-002	1,679999957559630E-001
5,7213056E-001	-1,5052995E-002	1,685999957408058E-001
5,6877643E-001	-1,4913261E-002	1,691999957256485E-001
5,6539172E-001	-1,5014817E-002	1,697999957104912E-001
5,6199181E-001	-1,5057958E-002	1,703999956953339E-001
5,5859566E-001	-1,5106446E-002	1,709999956801767E-001
5,5524141E-001	-1,4668535E-002	1,715999956650194E-001
5,5202478E-001	-1,4717787E-002	1,721999956498621E-001
5,4872423E-001	-1,4763219E-002	1,727999956347048E-001
5,4546553E-001	-1,4875847E-002	1,733999956195476E-001
5,4218781E-001	-1,4392888E-002	1,739999956043903E-001
5,3912783E-001	-1,4104256E-002	1,745999955892330E-001
5,3605253E-001	-1,4275297E-002	1,751999955740757E-001
5,3300399E-001	-1,4027899E-002	1,757999955589185E-001
5,2994025E-001	-1,3635806E-002	1,763999955437612E-001
5,2704448E-001	-1,3195605E-002	1,769999955286039E-001
5,2420992E-001	-1,3039455E-002	1,775999955134466E-001
5,2142125E-001	-1,2938282E-002	1,781999954982894E-001
5,1866299E-001	-1,2724100E-002	1,787999954831321E-001
5,1598120E-001	-1,2537407E-002	1,793999954679748E-001
5,1344073E-001	-1,2160202E-002	1,799999954528175E-001
5,1099581E-001	-1,1985344E-002	1,805999954376603E-001
5,0852036E-001	-1,1991452E-002	1,811999954225030E-001
5,0613272E-001	-1,1375249E-002	1,817999954073457E-001
5,0396281E-001	-1,1035460E-002	1,823999953921884E-001
5,0183123E-001	-1,1003008E-002	1,829999953770312E-001
4,9969950E-001	-1,0670091E-002	1,835999953618739E-001
4,9775118E-001	-1,0363516E-002	1,841999953467166E-001
4,9587548E-001	-1,0132536E-002	1,847999953315593E-001
4,9405709E-001	-9,7660208E-003	1,853999953164021E-001
4,9246782E-001	-9,1780713E-003	1,859999953012448E-001
4,9085191E-001	-8,7794866E-003	1,865999952860875E-001
4,8938873E-001	-8,5091814E-003	1,871999952709302E-001
4,8803636E-001	-8,1312135E-003	1,877999952557730E-001
4,8676041E-001	-7,7001769E-003	1,883999952406157E-001
4,8561823E-001	-7,1019190E-003	1,889999952254584E-001
4,8455998E-001	-6,6941711E-003	1,895999952103011E-001
4,8365462E-001	-6,3982871E-003	1,901999951951439E-001
4,8281038E-001	-5,8958563E-003	1,907999951799866E-001
4,8214564E-001	-5,4961261E-003	1,913999951648293E-001
4,8156112E-001	-5,1849703E-003	1,919999951496720E-001
4,8106068E-001	-4,4905012E-003	1,925999951345148E-001
4,8071307E-001	-4,1587297E-003	1,931999951193575E-001
4,8043036E-001	-3,6761516E-003	1,937999951042002E-001
4,8037305E-001	-3,2256444E-003	1,943999950890429E-001
4,8030433E-001	-2,8763101E-003	1,949999950738857E-001
4,8038456E-001	-2,2799601E-003	1,955999950587284E-001
4,8060608E-001	-1,8752669E-003	1,961999950435711E-001
4,8089638E-001	-1,0830607E-003	1,967999950284138E-001
4,8147330E-001	-4,2562519E-004	1,973999950132566E-001
4,8203871E-001	-1,5570244E-004	1,979999949980993E-001
4,8261547E-001	-1,1485130E-004	1,985999949829420E-001
4,8333371E-001	5,7083648E-004	1,991999949677847E-001
4,8429638E-001	1,1293895E-003	1,997999949526275E-001
4,8533553E-001	1,5726433E-003	2,003999949374702E-001
4,8643577E-001	1,9887900E-003	2,009999949223129E-001
4,8763144E-001	2,3633223E-003	2,015999949071556E-001
4,8893791E-001	2,6931853E-003	2,021999948919984E-001
4,9040109E-001	3,2150869E-003	2,027999948768411E-001
4,9191007E-001	3,6171076E-003	2,033999948616838E-001
4,9352604E-001	3,9878218E-003	2,039999948465265E-001
4,9525654E-001	4,5013246E-003	2,045999948313693E-001
4,9707505E-001	4,8693661E-003	2,051999948162120E-001
4,9901575E-001	5,3538522E-003	2,057999948010547E-001
5,0103658E-001	5,8318493E-003	2,063999947858974E-001
5,0317198E-001	6,1246785E-003	2,069999947707402E-001
5,0530380E-001	6,5622055E-003	2,075999947555829E-001
5,0760341E-001	7,1219043E-003	2,081999947404256E-001
5,0999492E-001	7,7755214E-003	2,087999947252683E-001
5,1251632E-001	7,9744328E-003	2,093999947101111E-001
5,1493829E-001	8,1439465E-003	2,099999946949538E-001
5,1750928E-001	8,6692832E-003	2,105999946797965E-001
5,2018350E-001	9,3137380E-003	2,111999946646392E-001
5,2294546E-001	9,5649529E-003	2,117999946494820E-001
5,2571893E-001	9,7760810E-003	2,123999946343247E-001
5,2854973E-001	1,0090672E-002	2,129999946191674E-001
5,3138047E-001	1,0772160E-002	2,135999946040101E-001
5,3442138E-001	1,0938619E-002	2,141999945888529E-001
5,3742021E-001	1,1165401E-002	2,147999945736956E-001
5,4051840E-001	1,1818254E-002	2,153999945585383E-001
5,4361278E-001	1,1994258E-002	2,159999945433810E-001
5,4673392E-001	1,2399714E-002	2,165999945282238E-001
5,4990083E-001	1,2814716E-002	2,171999945130665E-001
5,5316329E-001	1,3151453E-002	2,177999944979092E-001
5,5636841E-001	1,3300731E-002	2,183999944827519E-001
5,5965763E-001	1,3685571E-002	2,189999944675947E-001
5,6295443E-001	1,3705805E-002	2,195999944524374E-001
5,6617105E-001	1,3793236E-002	2,201999944372801E-001
5,6954432E-001	1,4491140E-002	2,207999944221228E-001
5,7291371E-001	1,4561007E-002	2,213999944069656E-001
5,7621437E-001	1,4504883E-002	2,219999943918083E-001
5,7945776E-001	1,4847347E-002	2,225999943766510E-001
5,8285385E-001	1,5243258E-002	2,231999943614937E-001
5,8628064E-001	1,5040911E-002	2,237999943463365E-001
5,8946282E-001	1,5021822E-002	2,243999943311792E-001
5,9269857E-001	1,5445223E-002	2,249999943160219E-001
5,9604508E-001	1,5785012E-002	2,255999943008646E-001
5,9935337E-001	1,5980106E-002	2,261999942857074E-001
6,0256243E-001	1,5847623E-002	2,267999942705501E-001
6,0583240E-001	1,5891911E-002	2,273999942553928E-001
6,0894209E-001	1,6000340E-002	2,279999942402355E-001
6,1204416E-001	1,6243920E-002	2,285999942250783E-001
6,1515373E-001	1,6471082E-002	2,291999942099210E-001
6,1825955E-001	1,6498951E-002	2,297999941947637E-001
6,2125462E-001	1,6461156E-002	2,303999941796064E-001
6,2419236E-001	1,6225211E-002	2,309999941644492E-001
6,2708807E-001	1,6355783E-002	2,315999941492919E-001
6,2993789E-001	1,6448939E-002	2,321999941341346E-001
6,3275343E-001	1,6184362E-002	2,327999941189773E-001
6,3545430E-001	1,6102659E-002	2,333999941038201E-001
6,3803673E-001	1,6135110E-002	2,339999940886628E-001
6,4069939E-001	1,6215285E-002	2,345999940735055E-001
6,4320928E-001	1,5888859E-002	2,351999940583482E-001
6,4560843E-001	1,5627334E-002	2,357999940431910E-001
6,4783937E-001	1,5526543E-002	2,363999940280337E-001
6,5011626E-001	1,5510508E-002	2,369999940128764E-001
6,5234339E-001	1,5465839E-002	2,375999939977191E-001
6,5453243E-001	1,5202408E-002	2,381999939825619E-001
6,5649980E-001	1,4570934E-002	2,387999939674046E-001
6,5834880E-001	1,4236487E-002	2,393999939522473E-001
6,6016334E-001	1,4037197E-002	2,399999939370900E-001
6,6190159E-001	1,3865393E-002	2,405999939219328E-001
6,6350991E-001	1,3275916E-002	2,411999939067755E-001
6,6503036E-001	1,2860531E-002	2,417999938916182E-001
6,6646671E-001	1,2451257E-002	2,423999938764609E-001
6,6771591E-001	1,2085123E-002	2,429999938613037E-001
6,6895372E-001	1,1556732E-002	2,435999938461464E-001
6,7005390E-001	1,0863789E-002	2,441999938309891E-001
6,7099750E-001	1,0311346E-002	2,447999938158318E-001
6,7183405E-001	1,0007826E-002	2,453999938006746E-001
6,7262876E-001	9,7653912E-003	2,459999937855173E-001
6,7330492E-001	9,0686316E-003	2,465999937703600E-001
6,7386645E-001	8,3569819E-003	2,471999937552027E-001
6,7422944E-001	7,8400439E-003	2,477999937400455E-001
